dfrA17_9_FJ807902	dfrA17_9_FJ807902
erm(G)_2_L42817	erm_G_2_L42817
ampH_1_AJ276031	ampH_1_AJ276031
blaSHV-86_1_DQ328802	blaSHV_86_1_DQ328802
blaOXA-75_1_AY859529	blaOXA_75_1_AY859529
blaSHV-98_1_AM941844	blaSHV_98_1_AM941844
erm(B)_23_X72021	erm_B_23_X72021
blaOXA-554_1_KY126221	blaOXA_554_1_KY126221
blaBEL-1_1_DQ089809	blaBEL_1_1_DQ089809
blaZ_93_FKQA01000038	blaZ_93_FKQA01000038
sal(A)_1_KC693025	sal_A_1_KC693025
aac(6')-IIc_1_NC_012555	aac_6_IIc_1_NC_012555
ole(B)_1_L36601	ole_B_1_L36601
catB_1_M93113	catB_1_M93113
blaCARB-46_1_NG_048749	blaCARB_46_1_NG_048749
blaOXA-116_1_EU220744	blaOXA_116_1_EU220744
optrA_2_KT862781	optrA_2_KT862781
erm(Z)_1_AM709783	erm_Z_1_AM709783
blaTEM-145_1_DQ105528	blaTEM_145_1_DQ105528
blaOCH-5_1_AJ295343	blaOCH_5_1_AJ295343
blaBIC-1_1_GQ260093	blaBIC_1_1_GQ260093
erm(F)_4_M62487	erm_F_4_M62487
blaVIM-23_1_GQ242167	blaVIM_23_1_GQ242167
dfrA1_12_AY141977	dfrA1_12_AY141977
fosB_1_X54227	fosB_1_X54227
blaSHV-135_1_HQ637576	blaSHV_135_1_HQ637576
blaOKP-A-10_1_AM051149	blaOKP_A_10_1_AM051149
blaVIM-3_1_AF300454	blaVIM_3_1_AF300454
vat(E)_8_AY043209	vat_E_8_AY043209
sul2_11_AY232670	sul2_11_AY232670
lnu(B)_2_JQ861959	lnu_B_2_JQ861959
mcr-1.6_1_KY352406	mcr_1_6_1_KY352406
blaIMP-58_1_KU647281	blaIMP_58_1_KU647281
blaOXA-324_1_KF203098	blaOXA_324_1_KF203098
blaSHV-7_1_U20270	blaSHV_7_1_U20270
blaCMY-69_1_JX049132	blaCMY_69_1_JX049132
blaOXA-126_1_EU255295	blaOXA_126_1_EU255295
mcr-2.1_1_LT598652	mcr_2_1_1_LT598652
blaIMP-2_1_AJ243491	blaIMP_2_1_AJ243491
aac(3)-Ib-aac(6')-Ib'_1_AF355189	aac_3_Ib_aac_6_Ib_1_AF355189
blaSHV-11_1_X98101	blaSHV_11_1_X98101
dfrB4_1_AJ429132	dfrB4_1_AJ429132
blaCMY-61_1_JF460795	blaCMY_61_1_JF460795
blaTEM-142_1_DQ388882	blaTEM_142_1_DQ388882
blaOXA-357_1_KF421160	blaOXA_357_1_KF421160
tet(A)_3_AY196695	tet_A_3_AY196695
blaSHV-85_1_DQ322460	blaSHV_85_1_DQ322460
blaOXA-465_1_KR061500	blaOXA_465_1_KR061500
blaCMY-110_1_AB872957	blaCMY_110_1_AB872957
blaFONA-2_1_AJ251240	blaFONA_2_1_AJ251240
blaCMY-14_1_AJ555825	blaCMY_14_1_AJ555825
blaTEM-83_1_AF427129	blaTEM_83_1_AF427129
